,body,bert,hate,target
12826,"#southcarolina if #lindseygraham opponent is this sacred to be in a room with a few people imagine how he will govern . HE WILL LOCK YOU DOWN AGAIN !! 
#VOTE #republican if you wanna stay #free

#government",0,-1,0
12827,WOW! This video really sums up the conspiracy against President Trump and implicates people all the way up to Obama who weaponized the Department of Justice and the FBI. LAW AND ORDER! TRUMP 2020!,0,0,0
12828,I just joined Parler! Looking forward to meeting everyone here.,0,0,0
12829,"Shez ""irritating"" beyond words
Laughing covers lies &nervousness",0,0,0
12830,"Time to John Galt the Dems and their country destroying policies. We need to halt the wheels of industry and consider leaving to build our businesses somewhere where we may be more than a piggy bank for the socialist utopia these idiots have planned for OUR money. 
If we are going to be a corrupt country and Biden makes it into the White House then why not go somewhere that isn’t tightening the noose with every dollar you make? 
Even Mexico is starting to sound pretty good when compared to a Biden/Harris White House. 
Who will pay for all of their huge and undeserved paychecks as well as their Antoinette indulgences? Who will pay for their fantastically ridiculous projects and favors? Who will pay for their free everything for non citizens? 

I am ready for a mass exodus out of here if they are going to go full speed into the iceberg (that they don’t believe exist anymore because ... you know ...cars and stuff.)",1,1,immigrants
12831,God told me to support Trump. And so I obey His word.,0,0,0
12832,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
12833,Welcome. Great to have you. Follow us for your favorite commentary.,0,0,0
12834,"Left , right or both? Asking for a friend ! Have a great Sunday, its 101 right now here in socialist Virginia, home of Black Face Northam !",0,0,0
12835,Forget strep! Violence extremely contagious among children,0,-1,0
12836,I don’t watch Fox anymore but I watched this because of Huckabee and Leo and not because of that liberal woman on that panel. Wear max is all I heard from her. Nonsense analogy that science didn’t prove to work,1,1,0
12837,Man....you need to sit down with that dumb shit.,0,-1,0
12838,The Christian post is not even close to being a Christian publication!,0,0,0
12839,Yo NMA give a shout out to the Jali_cat from the Big Republicat. The only reason I miss twitter is that I don't get to hear from Jalicat & @no_silenced our favorite Rooster.,0,0,0
12840,Welp that’s good lol doesn’t matter tho,0,0,0
12841,Woke Corps Lobby D.C. to Keep Their Slaves - Frontpagemag,0,0,0
12842,Look at the contents of President Trumps letter. And the rats can claim he doesn’t care.,0,0,0
12843,The only way to get the government to listen to us is to get out in the streets at the capital the supreme court and voice our concerns every day no rioting but peaceful protest,0,0,0
12844,Naw it’s the proud boys acting like the new kkk! Stop the bullshit,0,-1,0
12845,"Fox news is crap, how can they say this in one sentence ""racial justice protesters topple 18 century statue"" they stopped being protesters once they committed a crime. The story should have read ""racial justice rioters toppled 18 century statue"" why aren't everyone calling them rioters instead of protesters, I am so sick and tired of this shit.

San Francisco archbishop holds exorcism where protesters toppled Junipero Serra statue",0,-1,0
12846,Why don’t you freaking people just close your twitter accounts?!’what else is it going to take for conservatives to wake up ?!,0,-1,0
12847,Is that Pelosi’s mother on the right ?,0,0,0
12848,@Ivebeenlockedout It's on the front end of this clip- his words. He is a traitor and a pig,1,1,black people
12849,"I was a confirmed Church of England, but Jesus was a creation of the Romans to control people without an army. Doesn't stop me believing in God and a higher power. We are all sons and daughters of God.",0,0,0
12850,This country was founded on freedom of religion...not freedom from religion! Hope the County goes down in this fight! 🦋County resorts to 'harassing' of MacArthur's church: attorney,0,0,0
12851,I am getting Non-Stop notifications for this video,0,0,0
12852,And there’s a whole lot of us here that will be voting for Trump and we are in California!! People would be so surprised to find that California is actually red! If would If only we can get the issues with voter fraud here corrected!,0,0,0
12853,"Right now the left is winning. There is no level to the corruption and depravity they employ. I mean, they stole an electionfrom free Americans...smh",0,0,0
12854,Daily Caller: 😡😡😡Democrats Don’t Care About Baltimore😡😡😡,0,-1,0
12855,"NO NEGATIVITY NEEDED NOW! What we NEED NOW ARE PRAYERS, POSITIVITY & STRENGTH! HE IS STRONG AS AN OX & THIS WILL BE BUT A BAD MEMORY ON NOV 4th, AS HE CELEBRATES HIS RE-ELECTION 🙏 🇺🇸🙏🇺🇸🙏🇺🇸🙏🇺🇸",0,0,0
12856,@foundingfarter Marxist slugs are PedophileJoe and his fake voters. That’s who we are fighting..,1,1,women
12857,"To be absolutely blunt, they can go fuck themselves with a cactus.",1,1,immigrants
12858,"I've spent my adult life fighting for Liberty, and I am excited about this new space where I can openly share my work with special people like you.

Parler accepts your right to express your thoughts, opinions and ideals online. No “throttling.” No shadow banning. Just Free Speech—our God-given, Constitutional Right.",0,0,0
12859,Interesting timing. They aren’t even hiding theirs censorship.,0,0,0
12860,Look at all those beautiful patriots 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0,0,0
12861,So we’re supposed to believe that the party whose candidate literally fabricated a fake dossier in 2016 to accuse Trump of colluding with Russia now believes that it is impossible to rig an election?,0,0,0
12862,"Go get them Sidney, thank you",0,0,0
12863,"Joseph Biden, the big guy, 2nd of his name, liar of credentials, sniffer of children, groper of women, champion of china, quid pro quo Ukraine, father of child abuser, king of the basement, organizer of the ""most inclusive voter fraud organization ever"", 47 years Joe, do nothing Joe, racial jungle Joe, you ain't black Joe, segregation Joe, lunch bucket Joe, sleepy Joe, creepy Joe, Beijing Biden, simple Joe, shotgun Joe, no fracking Joe, running for SenateJoe, you know the thing Joe, lock down Joe, thinks that Cumala won the office of the president elect. Come on man! #StopTheSteal",1,1,people of color
12864,She is in reality a doofus!,1,0,0
12865,Can’t even get it up in nyc lmao,0,0,0
12866,بديت اشك ان في بنات كذا😨😂,0,-1,0
12867,They willingly take a knee to silliness.,0,0,0
12868,Is that one of those Epstein masks. You know one you wore when all you democrats were molesting children.,1,0,0
12869,"@RyanC10157 Yep, without someone like Senator Hawley stepping up the others probably wouldn't have had the courage. I imagine the dealings to get bills passed is what corrupts their sense of morality. 

They ride the Trump populism in and then stonewall and abandon him. I'm in disbelief that they figured the conditions which people supported Trump for aren't still relevant. 

Primary the crooked ones, make it clear to the scared senators that this is the last stand. 

I tried to flip a coin and have it come up heads 452,000 times and got to 4 before tails so it's pretty obvious the election was interfered with.",0,-1,0
12870,"Someone must make trump understand that if half the country hated him before, the other half will hate him just as much if he doesn't act!

He can either be a legend or have his legacy destroyed ! 
The people are with him !",0,0,0
12871,They defended child molesters and rapists like Weinstein on the show.,0,-1,0
12872,"So how does this work?
It specifies all countries.
Currently in Canada with Shaw direct Satellite",0,0,0
12873,"Who Killed George Floyd? A documentary by George Parry, Chief of the Police Brutality/ Misconduct Unit of the Philadelphia District Attorney's Office From 1978 to 1983.",0,0,0
12874,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge",0,0,0
12875,And this is why I dumped Twatter...,0,-1,0
12876,"Did any form of bribery in any way take place? Sounds a lot like it.
Or they just threatened his life 
But I'd guess, Money.",0,0,0
12877,Very true l sure don't want a shot from them,0,0,0
12878,November 11th. He conceded shortly thereafter.,0,0,0
12879,Beetlejuice's twin sister. What a disgusting excuse for a human being.,1,1,women
12880,Most of the country has been wearing masks for over 180 days. Clearly they don’t work. If they did the virus would have been dead in its tracks months ago. Somebody should tell the senile pile of garbage that he’s a fucking idiot.,1,0,0
12881,Not to mention those mailed ballots!,0,0,0
12882,Welcome! For people looking for Parler tips and how tos Check out @parlersupport or the Parler Youtube page. The videos are in both places. There is also a Parler101 channel which has some good data as well.,0,0,0
